"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"1",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","0","+1.9","50% (8/16)"
"2",1,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","0","+2.1","56% (9/16)"
"3",1,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","0","-0.3","40% (6/15)"
"4",1,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","0","+2.6","60% (9/15)"
"5",1,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","+1","+2.4","62% (10/16)"
"6",1,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","+2","-0.1","37% (6/16)"
"7",1,"Christian McCaffrey",SF,"RB3","8","4 out of 5","4 out of 5","2 out of 5 stars","-2","+2.8","75% (12/16)"
"8",1,"Jonathan Taylor",IND,"RB4","13","4 out of 5","3 out of 5","4 out of 5 stars","-1","+2.6","43% (7/16)"
"9",2,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","+3","-2.4","38% (5/13)"
"10",2,"Justin Jefferson",MIN,"WR6","6","5 out of 5","2 out of 5","5 out of 5 stars","+1","-4.0","25% (4/16)"
"11",2,"James Cook III",BUF,"RB5","7","4 out of 5","2 out of 5","2 out of 5 stars","-2","+2.2","62% (10/16)"
"12",2,"Ashton Jeanty",LV,"RB6","13","5 out of 5","2 out of 5","2 out of 5 stars","-2","-0.6","43% (7/16)"
"13",2,"Drake London",ATL,"WR7","11","5 out of 5","2 out of 5","3 out of 5 stars","+4","+0.9","45% (5/11)"
"14",2,"Chase Brown",CIN,"RB7","6","4 out of 5","2 out of 5","2 out of 5 stars","+1","+2.0","56% (9/16)"
"15",2,"Saquon Barkley",PHI,"RB8","10","4 out of 5","3 out of 5","4 out of 5 stars","-1","-2.1","37% (6/16)"
"16",2,"Brock Bowers",LV,"TE1","13","5 out of 5","2 out of 5","3 out of 5 stars","+4","-","-"
"17",2,"A.J. Brown",NE,"WR8","11","5 out of 5","2 out of 5","2 out of 5 stars","+6","-0.1","46% (7/15)"
"18",2,"De'Von Achane",MIA,"RB9","6","4 out of 5","4 out of 5","3 out of 5 stars","-5","+0.1","31% (5/16)"
"19",2,"Omarion Hampton",LAC,"RB10","7","5 out of 5","2 out of 5","3 out of 5 stars","-3","+0.7","55% (5/9)"
"20",2,"Nico Collins",HOU,"WR9","8","4 out of 5","3 out of 5","3 out of 5 stars","+4","-0.5","46% (7/15)"
"21",3,"Derrick Henry",BAL,"RB11","13","5 out of 5","2 out of 5","3 out of 5 stars","0","+1.4","43% (7/16)"
"22",3,"George Pickens",DAL,"WR10","14","4 out of 5","4 out of 5","2 out of 5 stars","+4","+2.4","43% (7/16)"
"23",3,"Kenneth Walker III",KC,"RB12","5","4 out of 5","4 out of 5","3 out of 5 stars","-5","-1.4","25% (4/16)"
"24",3,"Trey McBride",ARI,"TE2","14","4 out of 5","3 out of 5","2 out of 5 stars","-5","+2.2","56% (9/16)"
"25",3,"Rashee Rice",KC,"WR11","5","5 out of 5","4 out of 5","2 out of 5 stars","+3","-","-"
"26",3,"Chris Olave",NO,"WR12","8","4 out of 5","4 out of 5","3 out of 5 stars","+3","+2.4","50% (8/16)"
"27",3,"Josh Allen",BUF,"QB1","7","5 out of 5","2 out of 5","3 out of 5 stars","-5","+0.7","50% (8/16)"
"28",3,"DeVonta Smith",PHI,"WR13","10","4 out of 5","2 out of 5","4 out of 5 stars","+5","-1.0","37% (6/16)"
"29",3,"Zay Flowers",BAL,"WR14","13","4 out of 5","2 out of 5","4 out of 5 stars","+11","-0.4","37% (6/16)"
"30",3,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","0","+0.9","56% (9/16)"
"31",3,"Tee Higgins",CIN,"WR15","6","5 out of 5","2 out of 5","4 out of 5 stars","+5","+0.9","50% (7/14)"
"32",3,"Jeremiyah Love",ARI,"RB14","14","5 out of 5","2 out of 5","2 out of 5 stars","-7","-","-"
"33",3,"Tetairoa McMillan",CAR,"WR16","5","4 out of 5","4 out of 5","2 out of 5 stars","+5","-0.3","37% (6/16)"
"34",3,"Malik Nabers",NYG,"WR17","8","4 out of 5","4 out of 5","4 out of 5 stars","0","-","-"
"35",4,"Lamar Jackson",BAL,"QB2","13","4 out of 5","4 out of 5","3 out of 5 stars","+2","-4.4","41% (5/12)"
"36",4,"Josh Jacobs",GB,"RB15","11","4 out of 5","3 out of 5","4 out of 5 stars","-9","-1.7","40% (6/15)"
"37",4,"Breece Hall",NYJ,"RB16","13","4 out of 5","3 out of 5","3 out of 5 stars","-5","-1.2","43% (7/16)"
"38",4,"Emeka Egbuka",TB,"WR18","10","4 out of 5","3 out of 5","4 out of 5 stars","+3","-1.4","31% (5/16)"
"39",4,"Garrett Wilson",NYJ,"WR19","13","4 out of 5","4 out of 5","4 out of 5 stars","+3","-","-"
"40",4,"Javonte Williams",DAL,"RB17","14","4 out of 5","3 out of 5","4 out of 5 stars","-9","+0.9","56% (9/16)"
"41",4,"Ladd McConkey",LAC,"WR20","7","4 out of 5","3 out of 5","2 out of 5 stars","+4","-2.1","43% (7/16)"
"42",4,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","+1","+1.9","53% (8/15)"
"43",4,"Jaylen Waddle",DEN,"WR21","10","4 out of 5","3 out of 5","2 out of 5 stars","+5","-1.0","43% (7/16)"
"44",4,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+9","+1.5","56% (9/16)"
"45",4,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+10","-0.6","33% (3/9)"
"46",4,"Travis Etienne Jr.",NO,"RB18","8","4 out of 5","3 out of 5","3 out of 5 stars","-7","+2.2","62% (10/16)"
"47",4,"Davante Adams",LAR,"WR23","11","2 out of 5","4 out of 5","1 out of 5 stars","+10","+0.2","50% (7/14)"
"48",4,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+3","-0.9","57% (4/7)"
"49",4,"Luther Burden III",CHI,"WR24","10","4 out of 5","3 out of 5","3 out of 5 stars","-2","+1.8","57% (8/14)"
"50",4,"Cam Skattebo",NYG,"RB19","8","4 out of 5","4 out of 5","4 out of 5 stars","-15","-","-"
"51",4,"Mike Evans",SF,"WR25","8","4 out of 5","3 out of 5","2 out of 5 stars","+10","-2.7","28% (2/7)"
"52",4,"Jameson Williams",DET,"WR26","6","4 out of 5","4 out of 5","4 out of 5 stars","+7","+0.1","50% (8/16)"
"53",4,"Jayden Daniels",WAS,"QB5","7","4 out of 5","4 out of 5","2 out of 5 stars","+7","-","-"
"54",4,"Tyler Warren",IND,"TE4","13","5 out of 5","2 out of 5","3 out of 5 stars","0","-0.4","50% (8/16)"
"55",4,"Quinshon Judkins",CLE,"RB20","11","4 out of 5","4 out of 5","3 out of 5 stars","-9","-","-"
"56",4,"D'Andre Swift",CHI,"RB21","10","3 out of 5","3 out of 5","2 out of 5 stars","0","+2.1","60% (9/15)"
"57",4,"Bucky Irving",TB,"RB22","10","3 out of 5","4 out of 5","2 out of 5 stars","-13","-1.1","44% (4/9)"
"58",4,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+7","+2.4","50% (5/10)"
"59",4,"David Montgomery",HOU,"RB23","8","4 out of 5","3 out of 5","4 out of 5 stars","-9","-0.1","43% (7/16)"
"60",5,"TreVeyon Henderson",NE,"RB24","11","4 out of 5","4 out of 5","2 out of 5 stars","-11","0.0","31% (5/16)"
"61",5,"DJ Moore",BUF,"WR28","7","4 out of 5","2 out of 5","4 out of 5 stars","-9","-0.5","31% (5/16)"
"62",5,"Jalen Hurts",PHI,"QB6","10","4 out of 5","4 out of 5","5 out of 5 stars","+1","-2.1","37% (6/16)"
"63",5,"Rome Odunze",CHI,"WR29","10","5 out of 5","2 out of 5","3 out of 5 stars","+1","-1.6","46% (6/13)"
"64",5,"Bhayshul Tuten",JAC,"RB25","7","4 out of 5","3 out of 5","4 out of 5 stars","-6","-","-"
"65",5,"Jadarian Price",SEA,"RB26","11","4 out of 5","4 out of 5","4 out of 5 stars","-3","-","-"
"66",5,"Tucker Kraft",GB,"TE5","11","4 out of 5","2 out of 5","2 out of 5 stars","+2","-","-"
"67",5,"Justin Herbert",LAC,"QB7","7","4 out of 5","2 out of 5","2 out of 5 stars","+12","0.0","37% (6/16)"
"68",5,"Caleb Williams",CHI,"QB8","10","5 out of 5","2 out of 5","3 out of 5 stars","+6","+1.2","62% (10/16)"
"69",5,"Carnell Tate",TEN,"WR30","9","4 out of 5","2 out of 5","3 out of 5 stars","0","-","-"
"70",5,"Jaylen Warren",PIT,"RB27","9","4 out of 5","4 out of 5","2 out of 5 stars","-3","-0.1","46% (7/15)"
"71",5,"Marvin Harrison Jr.",ARI,"WR31","14","4 out of 5","4 out of 5","2 out of 5 stars","+6","-1.7","50% (6/12)"
"72",5,"Brian Thomas Jr.",JAC,"WR32","7","3 out of 5","4 out of 5","4 out of 5 stars","-2","-2.4","30% (4/13)"
"73",5,"Tony Pollard",TEN,"RB28","9","3 out of 5","3 out of 5","3 out of 5 stars","+7","0.0","25% (4/16)"
"74",5,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+8","+3.9","75% (12/16)"
"75",5,"DK Metcalf",PIT,"WR33","9","3 out of 5","3 out of 5","3 out of 5 stars","+10","-","-"
"76",5,"Rhamondre Stevenson",NE,"RB29","11","4 out of 5","3 out of 5","2 out of 5 stars","-4","+0.4","53% (7/13)"
"77",5,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-11","+2.0","56% (9/16)"
"78",5,"Alec Pierce",IND,"WR34","13","4 out of 5","4 out of 5","4 out of 5 stars","+6","+2.5","64% (9/14)"
"79",5,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+2","+1.9","68% (11/16)"
"80",5,"Parker Washington",JAC,"WR35","7","4 out of 5","3 out of 5","4 out of 5 stars","+7","+3.8","80% (12/15)"
"81",5,"Sam LaPorta",DET,"TE7","6","4 out of 5","2 out of 5","3 out of 5 stars","-6","+0.7","44% (4/9)"
"82",5,"Chuba Hubbard",CAR,"RB30","5","2 out of 5","4 out of 5","1 out of 5 stars","-6","-1.1","28% (4/14)"
"83",5,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-12","+1.7","50% (8/16)"
"84",5,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+6","0.0","50% (8/16)"
"85",5,"Chris Godwin Jr.",TB,"WR37","10","3 out of 5","4 out of 5","4 out of 5 stars","+6","+0.2","37% (3/8)"
"86",6,"Rico Dowdle",PIT,"RB31","9","4 out of 5","4 out of 5","2 out of 5 stars","-8","+1.1","31% (5/16)"
"87",6,"J.K. Dobbins",DEN,"RB32","10","4 out of 5","4 out of 5","2 out of 5 stars","+5","0.0","50% (5/10)"
"88",6,"Jordyn Tyson",NO,"WR38","8","4 out of 5","4 out of 5","3 out of 5 stars","-2","-","-"
"89",6,"Jaxson Dart",NYG,"QB11","8","4 out of 5","4 out of 5","4 out of 5 stars","-1","+2.2","64% (9/14)"
"90",6,"Michael Pittman Jr.",PIT,"WR39","9","4 out of 5","4 out of 5","3 out of 5 stars","+13","-0.7","56% (9/16)"
"91",6,"Michael Wilson",ARI,"WR40","14","-","-","2 out of 5 stars","-2","+2.4","68% (11/16)"
"92",6,"Brock Purdy",SF,"QB12","8","4 out of 5","1 out of 5","1 out of 5 stars","+7","+4.6","87% (7/8)"
"93",6,"Quentin Johnston",LAC,"WR41","7","4 out of 5","4 out of 5","2 out of 5 stars","+13","+0.9","57% (8/14)"
"94",6,"RJ Harvey",DEN,"RB33","10","2 out of 5","4 out of 5","2 out of 5 stars","-21","+2.0","50% (8/16)"
"95",6,"Blake Corum",LAR,"RB34","11","4 out of 5","4 out of 5","5 out of 5 stars","-2","+2.1","56% (9/16)"
"96",6,"Kyle Monangai",CHI,"RB35","10","4 out of 5","3 out of 5","2 out of 5 stars","-13","+1.2","43% (7/16)"
"97",6,"Josh Downs",IND,"WR42","13","3 out of 5","4 out of 5","4 out of 5 stars","+21","-0.5","46% (7/15)"
"98",6,"Patrick Mahomes II",KC,"QB13","5","3 out of 5","4 out of 5","2 out of 5 stars","-1","-","-"
"99",6,"Bo Nix",DEN,"QB14","10","4 out of 5","2 out of 5","3 out of 5 stars","+3","+1.0","50% (8/16)"
"100",6,"Makai Lemon",PHI,"WR43","10","4 out of 5","3 out of 5","4 out of 5 stars","-6","-","-"
"101",6,"Travis Kelce",KC,"TE9","5","3 out of 5","3 out of 5","4 out of 5 stars","-3","+0.2","50% (8/16)"
"102",6,"Wan'Dale Robinson",TEN,"WR44","9","3 out of 5","4 out of 5","3 out of 5 stars","+14","+1.1","43% (7/16)"
"103",6,"George Kittle",SF,"TE10","8","4 out of 5","4 out of 5","3 out of 5 stars","-7","+1.6","50% (5/10)"
"104",6,"Kenny Gainwell",TB,"RB36","10","4 out of 5","3 out of 5","2 out of 5 stars","0","+2.4","43% (7/16)"
"105",6,"Jordan Addison",MIN,"WR45","6","4 out of 5","3 out of 5","5 out of 5 stars","+2","-0.4","30% (4/13)"
"106",6,"Matthew Stafford",LAR,"QB15","11","4 out of 5","3 out of 5","3 out of 5 stars","-1","+3.3","62% (10/16)"
"107",6,"Jakobi Meyers",JAC,"WR46","7","2 out of 5","3 out of 5","4 out of 5 stars","+4","-1.4","33% (5/15)"
"108",6,"Rachaad White",WAS,"RB37","7","4 out of 5","3 out of 5","4 out of 5 stars","+2","-1.2","37% (6/16)"
"109",6,"Jayden Reed",GB,"WR47","11","4 out of 5","4 out of 5","5 out of 5 stars","+8","-1.9","33% (2/6)"
"110",6,"Aaron Jones Sr.",MIN,"RB38","6","1 out of 5","4 out of 5","4 out of 5 stars","+2","-1.3","33% (4/12)"
"111",6,"Jonathon Brooks",CAR,"RB39","5","4 out of 5","4 out of 5","1 out of 5 stars","-16","-","-"
"112",6,"Jared Goff",DET,"QB16","6","4 out of 5","1 out of 5","5 out of 5 stars","+3","+0.8","43% (7/16)"
"113",6,"Jacory Croskey-Merritt",WAS,"RB40","7","3 out of 5","4 out of 5","4 out of 5 stars","-4","-0.2","37% (6/16)"
"114",6,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-14","+1.6","54% (6/11)"
"115",6,"Kyler Murray",MIN,"QB17","6","4 out of 5","3 out of 5","5 out of 5 stars","+12","-","-"
"116",6,"Jordan Mason",MIN,"RB41","6","2 out of 5","4 out of 5","4 out of 5 stars","-3","-1.0","33% (5/15)"
"117",6,"Dallas Goedert",PHI,"TE12","10","4 out of 5","4 out of 5","4 out of 5 stars","+2","+1.9","53% (8/15)"
"118",6,"Jake Ferguson",DAL,"TE13","14","2 out of 5","4 out of 5","2 out of 5 stars","-10","+0.3","50% (8/16)"
"119",6,"Xavier Worthy",KC,"WR48","5","4 out of 5","4 out of 5","2 out of 5 stars","+4","-3.4","14% (2/14)"
"120",6,"Baker Mayfield",TB,"QB18","10","2 out of 5","4 out of 5","2 out of 5 stars","+11","-0.9","56% (9/16)"
"121",7,"Jordan Love",GB,"QB19","11","4 out of 5","3 out of 5","4 out of 5 stars","+5","-1.2","46% (7/15)"
"122",7,"Mark Andrews",BAL,"TE14","13","4 out of 5","4 out of 5","4 out of 5 stars","-8","-1.1","25% (4/16)"
"123",7,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+16","+1.6","46% (7/15)"
"124",7,"Jayden Higgins",HOU,"WR49","8","4 out of 5","2 out of 5","3 out of 5 stars","+29","+0.4","50% (8/16)"
"125",7,"Tyrone Tracy Jr.",NYG,"RB42","8","4 out of 5","4 out of 5","4 out of 5 stars","+11","-0.5","35% (5/14)"
"126",7,"Chris Rodriguez Jr.",JAC,"RB43","7","2 out of 5","4 out of 5","4 out of 5 stars","+29","+1.8","58% (7/12)"
"127",7,"Romeo Doubs",NE,"WR50","11","3 out of 5","3 out of 5","2 out of 5 stars","+5","-0.4","43% (7/16)"
"128",7,"Khalil Shakir",BUF,"WR51","7","1 out of 5","4 out of 5","4 out of 5 stars","+23","-1.1","37% (6/16)"
"129",7,"Isaiah Likely",NYG,"TE15","8","4 out of 5","4 out of 5","3 out of 5 stars","-28","-1.9","23% (3/13)"
"130",7,"Jalen Coker",CAR,"WR52","5","3 out of 5","3 out of 5","2 out of 5 stars","+30","+0.5","40% (4/10)"
"131",7,"Woody Marks",HOU,"RB44","8","3 out of 5","4 out of 5","4 out of 5 stars","+11","+0.1","40% (6/15)"
"132",7,"KC Concepcion",CLE,"WR53","11","4 out of 5","3 out of 5","3 out of 5 stars","+5","-","-"
"133",7,"Tyler Allgeier",ARI,"RB45","14","3 out of 5","4 out of 5","2 out of 5 stars","0","+1.0","56% (9/16)"
"134",7,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","-4","+1.8","26% (4/15)"
"135",7,"Matthew Golden",GB,"WR54","11","4 out of 5","4 out of 5","5 out of 5 stars","+6","-2.6","23% (3/13)"
"136",7,"Tyjae Spears",TEN,"RB46","9","3 out of 5","4 out of 5","3 out of 5 stars","+22","-0.2","25% (3/12)"
"137",7,"Alvin Kamara",NO,"RB47","8","3 out of 5","4 out of 5","3 out of 5 stars","+9","-4.1","18% (2/11)"
"138",7,"Rashid Shaheed",SEA,"WR55","11","4 out of 5","4 out of 5","3 out of 5 stars","+5","-0.4","41% (7/17)"
"139",7,"Dylan Sampson",CLE,"RB48","11","4 out of 5","2 out of 5","3 out of 5 stars","+30","+0.5","42% (6/14)"
"140",7,"C.J. Stroud",HOU,"QB22","8","3 out of 5","3 out of 5","4 out of 5 stars","+16","-0.9","38% (5/13)"
"141",7,"Sam Darnold",SEA,"QB23","11","2 out of 5","4 out of 5","4 out of 5 stars","+4","-0.3","56% (9/16)"
"142",7,"Juwan Johnson",NO,"TE16","8","4 out of 5","4 out of 5","2 out of 5 stars","+5","+1.1","50% (8/16)"
"143",7,"Brenton Strange",JAC,"TE17","7","4 out of 5","3 out of 5","3 out of 5 stars","-5","+0.2","54% (6/11)"
"144",7,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","2 out of 5","1 out of 5 stars","0","+0.2","50% (8/16)"
"145",7,"Zach Charbonnet",SEA,"RB49","11","3 out of 5","4 out of 5","4 out of 5 stars","-21","+1.9","60% (9/15)"
"146",7,"Isiah Pacheco",DET,"RB50","6","2 out of 5","4 out of 5","5 out of 5 stars","+11","-1.9","30% (4/13)"
"147",7,"Keaton Mitchell",LAC,"RB51","7","4 out of 5","4 out of 5","3 out of 5 stars","+30","+0.4","50% (6/12)"
"148",7,"Hunter Henry",NE,"TE19","11","2 out of 5","4 out of 5","4 out of 5 stars","-13","+0.5","43% (7/16)"
"149",7,"Tank Bigsby",PHI,"RB52","10","4 out of 5","4 out of 5","4 out of 5 stars","+32","+0.2","31% (5/16)"
"150",7,"Cam Ward",TEN,"QB24","9","4 out of 5","4 out of 5","3 out of 5 stars","+16","-0.6","50% (8/16)"
"151",7,"Brian Robinson Jr.",ATL,"RB53","11","1 out of 5","4 out of 5","2 out of 5 stars","-17","-0.6","25% (4/16)"
"152",7,"Jauan Jennings",MIN,"WR56","6","2 out of 5","4 out of 5","5 out of 5 stars","+9","+1.0","50% (7/14)"
"153",7,"Daniel Jones",IND,"QB25","13","4 out of 5","4 out of 5","4 out of 5 stars","+25","-","-"
"154",7,"Oronde Gadsden II",LAC,"TE20","7","2 out of 5","4 out of 5","4 out of 5 stars","-26","+0.8","42% (6/14)"
"155",7,"Jonah Coleman",DEN,"RB54","10","3 out of 5","4 out of 5","2 out of 5 stars","-7","-","-"
"156",7,"Adonai Mitchell",NYJ,"WR57","13","4 out of 5","4 out of 5","4 out of 5 stars","+71","0.0","28% (4/14)"
"157",7,"Jalen McMillan",TB,"WR58","10","4 out of 5","3 out of 5","4 out of 5 stars","+23","+5.0","100% (3/3)"
"158",7,"Bryce Young",CAR,"QB26","5","2 out of 5","4 out of 5","2 out of 5 stars","+7","-0.4","40% (6/15)"
"159",8,"Dalton Schultz",HOU,"TE21","8","3 out of 5","2 out of 5","4 out of 5 stars","+15","+0.9","56% (9/16)"
"160",8,"Tre Tucker",LV,"WR59","13","4 out of 5","2 out of 5","2 out of 5 stars","+68","+0.2","37% (6/16)"
"161",8,"Jerry Jeudy",CLE,"WR60","11","2 out of 5","4 out of 5","3 out of 5 stars","+40","-2.2","18% (3/16)"
"162",8,"Denzel Boston",CLE,"WR61","11","4 out of 5","4 out of 5","3 out of 5 stars","+9","-","-"
"163",8,"Omar Cooper Jr.",NYJ,"WR62","13","4 out of 5","4 out of 5","4 out of 5 stars","+9","-","-"
"164",8,"De'Zhaun Stribling",SF,"WR63","8","3 out of 5","4 out of 5","2 out of 5 stars","+29","-","-"
"165",8,"Deebo Samuel Sr.",SF,"WR64","8","3 out of 5","4 out of 5","2 out of 5 stars","-3","-0.7","46% (7/15)"
"166",8,"Tre' Harris",LAC,"WR65","7","4 out of 5","3 out of 5","2 out of 5 stars","+67","-0.4","37% (6/16)"
"167",8,"AJ Barner",SEA,"TE22","11","4 out of 5","3 out of 5","3 out of 5 stars","+8","+1.7","50% (8/16)"
"168",8,"T.J. Hockenson",MIN,"TE23","6","3 out of 5","4 out of 5","4 out of 5 stars","+5","-1.1","40% (6/15)"
"169",8,"Travis Hunter",JAC,"WR66","7","3 out of 5","4 out of 5","4 out of 5 stars","+1","-","-"
"170",8,"Jacoby Brissett",ARI,"QB27","14","2 out of 5","4 out of 5","2 out of 5 stars","+50","+2.5","60% (9/15)"
"171",8,"Braelon Allen",NYJ,"RB55","13","2 out of 5","4 out of 5","3 out of 5 stars","+36","-1.2","50% (2/4)"
"172",8,"Sean Tucker",TB,"RB56","10","4 out of 5","4 out of 5","2 out of 5 stars","+53","+1.4","43% (7/16)"
"173",8,"Ryan Flournoy",DAL,"WR67","14","4 out of 5","2 out of 5","2 out of 5 stars","+89","+3.2","66% (8/12)"
"174",8,"Houston Texans",HOU,"DST1","8","-","-","2 out of 5 stars","-54","+2.2","62% (10/16)"
"175",8,"Kenyon Sadiq",NYJ,"TE24","13","3 out of 5","4 out of 5","4 out of 5 stars","-25","-","-"
"176",8,"Jalen Nailor",LV,"WR68","13","-","-","2 out of 5 stars","+9","-0.2","31% (5/16)"
"177",8,"Kayshon Boutte",NE,"WR69","11","3 out of 5","4 out of 5","2 out of 5 stars","+31","+0.8","46% (6/13)"
"178",8,"Denver Broncos",DEN,"DST2","10","-","-","4 out of 5 stars","-49","0.0","56% (9/16)"
"179",8,"Ray Davis",BUF,"RB57","7","-","-","2 out of 5 stars","+56","-0.3","31% (5/16)"
"180",8,"Seattle Seahawks",SEA,"DST3","11","-","-","2 out of 5 stars","-55","+3.8","68% (11/16)"
"181",8,"Los Angeles Rams",LAR,"DST4","11","-","-","2 out of 5 stars","-60","+0.8","56% (9/16)"
"182",8,"Calvin Ridley",TEN,"WR70","9","2 out of 5","4 out of 5","3 out of 5 stars","+39","-","-"
"183",8,"Kimani Vidal",LAC,"RB58","7","-","-","3 out of 5 stars","+48","+0.4","45% (5/11)"
"184",8,"Philadelphia Eagles",PHI,"DST5","10","-","-","0 out of 5 stars","-44","+1.1","50% (8/16)"
"185",8,"James Conner",ARI,"RB59","14","2 out of 5","4 out of 5","2 out of 5 stars","-9","-","-"
"186",8,"Stefon Diggs",WAS,"WR71","7","4 out of 5","4 out of 5","2 out of 5 stars","-32","+0.1","50% (8/16)"
"187",8,"Terrance Ferguson",LAR,"TE25","11","4 out of 5","4 out of 5","4 out of 5 stars","-3","+1.4","42% (6/14)"
"188",8,"Jacksonville Jaguars",JAC,"DST6","7","-","-","3 out of 5 stars","+4","+1.9","81% (13/16)"
"189",8,"Malik Washington",MIA,"WR72","6","2 out of 5","4 out of 5","3 out of 5 stars","+62","-1.1","31% (5/16)"
"190",8,"Emanuel Wilson",SEA,"RB60","11","2 out of 5","4 out of 5","4 out of 5 stars","+62","+0.8","37% (6/16)"
"191",8,"Emmett Johnson",KC,"RB61","5","4 out of 5","4 out of 5","3 out of 5 stars","-12","-","-"
"192",8,"MarShawn Lloyd",GB,"RB62","11","4 out of 5","4 out of 5","4 out of 5 stars","+63","-","-"
"193",8,"Dontayvion Wicks",PHI,"WR73","10","3 out of 5","4 out of 5","4 out of 5 stars","+99","-0.5","35% (5/14)"
"194",8,"Darnell Mooney",NYG,"WR74","8","3 out of 5","4 out of 5","4 out of 5 stars","+59","-2.9","14% (2/14)"
"195",8,"New England Patriots",NE,"DST7","11","-","-","3 out of 5 stars","-31","+0.8","43% (7/16)"
"196",8,"Isaac TeSlaa",DET,"WR75","6","3 out of 5","4 out of 5","4 out of 5 stars","-9","+1.1","43% (7/16)"
"197",8,"Pittsburgh Steelers",PIT,"DST8","9","-","-","5 out of 5 stars","0","+0.7","50% (8/16)"
"198",8,"Geno Smith",NYJ,"QB28","13","2 out of 5","4 out of 5","4 out of 5 stars","+52","-1.5","40% (6/15)"
"199",8,"Gunnar Helm",TEN,"TE26","9","4 out of 5","3 out of 5","3 out of 5 stars","+12","+0.6","50% (8/16)"
"200",8,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","3 out of 5","2 out of 5 stars","-1","+0.9","37% (6/16)"
"201",8,"Rashod Bateman",BAL,"WR76","13","3 out of 5","4 out of 5","4 out of 5 stars","+83","-2.5","23% (3/13)"
"202",8,"Los Angeles Chargers",LAC,"DST9","7","-","-","3 out of 5 stars","+3","-0.4","37% (6/16)"
"203",8,"Minnesota Vikings",MIN,"DST10","6","-","-","1 out of 5 stars","-20","+1.2","37% (6/16)"
"204",8,"Pat Bryant",DEN,"WR77","10","-","-","2 out of 5 stars","+73","+0.3","35% (5/14)"
"205",8,"Ted Hurst III",TB,"WR78","10","4 out of 5","4 out of 5","4 out of 5 stars","+66","-","-"
"206",8,"Troy Franklin",DEN,"WR79","10","1 out of 5","4 out of 5","2 out of 5 stars","+67","+1.0","50% (8/16)"
"207",8,"Nicholas Singleton",TEN,"RB63","9","3 out of 5","4 out of 5","3 out of 5 stars","-21","-","-"
"208",8,"Aaron Rodgers",PIT,"QB29","9","2 out of 5","4 out of 5","2 out of 5 stars","-19","-0.5","53% (8/15)"
"209",8,"Baltimore Ravens",BAL,"DST11","13","-","-","5 out of 5 stars","-18","-0.3","56% (9/16)"
"210",9,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","+7","-1.4","33% (5/15)"
"211",9,"Brandon Aubrey",DAL,"K1","14","5 out of 5","1 out of 5","2 out of 5 stars","-89","+3.1","68% (11/16)"
"212",9,"Jaylin Noel",HOU,"WR80","8","4 out of 5","4 out of 5","3 out of 5 stars","+63","+0.6","37% (6/16)"
"213",9,"Ka'imi Fairbairn",HOU,"K2","8","5 out of 5","1 out of 5","2 out of 5 stars","-61","+4.8","92% (13/14)"
"214",9,"Cameron Dicker",LAC,"K3","7","5 out of 5","1 out of 5","2 out of 5 stars","-65","+2.5","75% (12/16)"
"215",9,"Kaytron Allen",WAS,"RB64","7","2 out of 5","4 out of 5","4 out of 5 stars","+14","-","-"
